name,output_dir,optionset,mlir_opt_version,all_pass,fail_command,flag_did_nothing
heat-3d,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
trmm,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
jacobi-1d,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
seidel-2d,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
covariance,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
lu,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
fdtd-2d,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
adi,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
cholesky,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
atax,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
gemver,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
symm,llvm23-affine-unroll-jam,affine-unroll-jam,llvm23,yes,N/A,yes
syrk,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
gemm,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
3mm,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
doitgen,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
durbin,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
floyd-warshall,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
deriche,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
gramschmidt,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
nussinov,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
bicg,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
ludcmp,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
mvt,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
correlation,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
2mm,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
syr2k,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
gesummv,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
trisolv,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
heat-3d,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
trmm,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
jacobi-1d,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
seidel-2d,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
covariance,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
lu,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
fdtd-2d,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
adi,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
cholesky,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
atax,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
gemver,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
jacobi-2d,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,no
symm,llvm23-affine-parallelize,affine-parallelize,llvm23,yes,N/A,yes
